Website,Bottle Title,Lot Number,Price,Distillery,Age,Vintage,Region,Bottler,Cask Type,Bottle Stength,Bottle Size,Distillery Status,Bid Status,Auction Date,Stock Image,Auction URL
whiskyauctioneer.com,Port Ellen 12 Year Old Queen's Visit 1980,318912,72000,Port Ellen,12 Year Old,,Islay,Official,,,Full size,Closed,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_4279_22.JPG?itok=K0RWD_ez,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Macallan 78 Year Old The Red Collection,317182,69000,Macallan,78 year old,,Speyside,Official,,42.2%,70cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9884_74.JPG?itok=IYf6a3rW,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Macallan 50 Year Old Lalique Six Pillars Collection,318494,67000,Macallan,50 year old,,Speyside,Official,sherry wood,46%,70cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_6177_20.JPG?itok=UngDNx_I,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Macallan 72 Year Old Lalique Genesis Decanter,320257,64000,Macallan,72 year old,,Speyside,Official,,42%,70cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_6218_21.JPG?itok=znlOaA1T,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Bowmore 1966 Samaroli Bouquet,321354,48000,Bowmore,,1966,Islay,R.W. Duthie for Samaroli,,53%,75cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_7452_26.JPG?itok=biiJYRWu,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Laphroaig 1967 Samaroli 15 Year Old Sherry Wood / Silver Cap,318906,32500,Laphroaig,15 Year Old,1967,Islay,R.W. Duthie for Samaroli,Sherry Wood,57%,75cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_4272_24.JPG?itok=OekjdtFb,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Karuizawa 1965 Single Sherry Cask 50 Year Old #2372 / LMDW,318368,29000,Karuizawa,50 Year Old,1965,Japan,Number One Drinks,Sherry,62.3%,70cl,Closed,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_4297_22.JPG?itok=993SA9gI,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Bowmore 1965 Oloroso Sherry Cask 52 Year Old,323486,27000,Bowmore,52 Year Old,1965,Islay,Official,Oloroso Sherry Cask,42%,70cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9829_65.JPG?itok=06BqUCEp,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Hanyu 1985 Ichiro's Malt 'Card' #9308 / 2nd Ace of Spades,316803,26000,Hanyu,,1985,Japan,Official,see lot description,55%,70cl,Closed,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_6286_24.JPG?itok=H9Hdvd3h,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Hanyu 1985 Ichiro's Malt 'Card' #9308 / 2nd Ace of Spades,317179,24000,Hanyu,,1985,Japan,Official,see lot description,55%,70cl,Closed,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0171_166_0_0.JPG?itok=Spzb8x-R,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Hanyu 1988 Ichiro's Malt 'Card' #7003 / Queen of Clubs,317165,20000,Hanyu,,1988,Japan,Official,,56%,70cl,Closed,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0460_100_0_0_0_0_0.JPG?itok=2IUHG7H_,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Hanyu 2000 Ichiro's Malt 'Card' #9500 / Two of Clubs,316806,20000,Hanyu,,2000,Japan,Official,,57%,70cl,Closed,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_6254_28.JPG?itok=Kd2J7ZQt,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Glenfarclas 1952 Family Cask #1712 / Release I,316706,18000,Glenfarclas,,1952,Speyside,Official,plain hogshead,56.5%,70cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/316706-001.jpg?itok=suNgxUr2,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Macallan 40 Year Old The Red Collection,310528,18000,Macallan,40 year old,,Speyside,Official,sherry wood,48.1%,70cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/DSC00002_1.JPG?itok=BBwnn26U,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Macallan 40 Year Old The Red Collection,320033,18000,Macallan,40 year old,,Speyside,Official,sherry wood,48.1%,70cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9888_94.JPG?itok=aEgysg8R,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Macallan 40 Year Old The Red Collection,320835,18000,Macallan,40 year old,,Speyside,Official,sherry wood,48.1%,70cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9888_95.JPG?itok=-wJlFVJu,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Karuizawa 29 Year Old Single Sherry Cask / Murasaki Geisha,317942,17000,Karuizawa,29 Year Old,,Japan,Elixir Distillers,Sherry,58.4%,70cl,Closed,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/317942-001.jpg?itok=hDePxckl,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Macallan 40 Year Old 2016 Release,320056,17000,Macallan,40 Year Old,,Speyside,Official,Sherry Wood,45%,70cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_6960_10.jpg?itok=WWI2LrmM,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Macallan 40 Year Old 2016 Release,323314,17000,Macallan,40 Year Old,,Speyside,Official,Sherry Wood,45%,70cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/DSC00100_0_0.jpg?itok=SU5XVQbo,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Springbank 1919 50 Year Old,320115,17000,Springbank,50 year old,1919,Campbeltown,Official,,66.3 proof,26 2/3 fl oz,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_6568_26.JPG?itok=MTKDMnwK,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Laphroaig 1970 Samaroli 14 Year Old / Osteria Apostoli,319637,16000,Laphroaig,14 year old,1970,Islay,R.W. Duthie for Samaroli,,57.1%,75cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_6141_24.JPG?itok=5uIE0v5l,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Glenlivet 1955 Samaroli / Handwritten Labels,318971,15500,Glenlivet,,1955,Islay,R.W. Duthie for Samaroli,,43%,75cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_4391_22.JPG?itok=heM0K-_l,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Hanyu 1985 Ichiro's Malt 'Card' #9004 / Ace of Hearts,317178,15000,Hanyu,,1985,Japan,Official,Spanish Oak Sherry Butt,56%,70cl,Closed,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0153_162_0_0.JPG?itok=uyZnioU6,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Laphroaig 1970 Samaroli,321360,14500,Laphroaig,,1970,Islay,R.W. Duthie for Samaroli,,54%,75cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_8188_35.JPG?itok=0Q4peUBd,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Bowmore 1964 White Bowmore 43 Year Old,323186,14000,Bowmore,43 Year Old,1964,Islay,Official,Bourbon Casks,42.8%,70cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9747_67.JPG?itok=tf_EfxyI,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Karuizawa 1967 Single Cask #6426 / TWE 10th Anniversary,322715,14000,Karuizawa,,1969,Japan,Official,Sherry,58.4%,70cl,Closed,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0067_238.JPG?itok=Vg9_VTkz,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Ardbeg 1965,319905,13500,Ardbeg,39 Year Old,1965,Islay,Official,,42.1%,70cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_6967_11.jpg?itok=tpctG-FO,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Springbank 12 Year Old Sherry Cask 1980s / Samaroli Import,320110,13165,Springbank,12 Year Old,,Campbeltown,Official for Samaroli,Sherry,57.1%,75cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_6548_29.JPG?itok=RgVd2Gr7,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Karuizawa 1983 & 1982 Honor Sumo 2 x 70cl,323053,13000,Karuizawa,,1982 & 1983,Japan,Official,Sherry Butt,58.4%,2 x 70cl,Closed,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9947_91.JPG?itok=jo3UaI3h,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Yamazaki 1979 Mizunara Butt 29 Year Old #RF1037,318370,13000,Yamazaki,29 Year Old,1979,Japan,Official,Mizunara Butt,55%,70cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_4263_23.JPG?itok=tmnQ89Bj,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Hanyu 1991 Ichiro's Malt 'Card' #9001 / 2nd Jack of Clubs,317148,12000,Hanyu,,1991,Japan,Official,,56%,70cl,Closed,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0160_156_0_0.JPG?itok=vcewKuHX,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Karuizawa 1977 Single Sherry Cask 40 Year Old #4139,322257,11500,Karuizawa,40 Year Old,1977,Japan,Official,Sherry Butt,64.9%,70cl,Closed,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_3402_35.JPG?itok=frdhN5zy,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Hanyu 2000 Ichiro's Malt 'Card' #9523 / Ace of Clubs,317172,11000,Hanyu,,2000,Japan,Official,,59.4%,70cl,Closed,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0456_99_0_0_0_0_0.JPG?itok=xSa8fHQd,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Karuizawa 1967 Single Cask #6426 / LMDW,320628,11000,Karuizawa,,1969,Japan,Official,Sherry,58.4%,70cl,Closed,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_8488_30.JPG?itok=aOMzBjVZ,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Springbank 50 Year Old Millennium Limited Edition,320143,11000,Springbank,50 Year Old,,Campbeltown,Official,,40.5%,70cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/320143-001.jpg?itok=zFlNsd_A,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Caol Ila 1969 Gordon and MacPhail Cask Strength Celtic Label / Meregalli Import,320245,10500,Caol Ila,,1985,Islay,Gordon & MacPhail,,59.9%,75cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_6241_28.JPG?itok=r-RNg_B7,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Kyoto Cask Aged Dry Gin / Ghost Series #13,318516,10500,Kyoto,,,Japan,Official,,48%,70cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_5291_27.JPG?itok=92pq77GQ,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Yamazaki 2020 Editions 5 x 70cl,318557,10500,Yamazaki,,,Japan,Official,,48%,5 x 70cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_6931_23.JPG?itok=hpSG72x0,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Glenfarclas 1953 Family Cask #1678 / Release I,316693,10100,Glenfarclas,,1953,Speyside,Official,Sherry Butt,53.7%,70cl,Operational,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/316693-001.jpg?itok=wJhUch2j,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Hanyu 2000 Ichiro's Malt 'Card' #7000 / Three of Spades,317138,10000,Hanyu,,2000,Japan,Official,,57%,70cl,Closed,Winning Bid,11.01.21,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0453_103_0_0_0_0.JPG?itok=5PKjfzGk,https://whiskyauctioneer.com/december-2020-auction
whiskyauctioneer.com,Bowmore 1966 Jack Wiebers 36 Year Old / Old Train Line,315549,6800,Bowmore,36 Year Old,1966,Islay,Jack Wiebers,,40.2%,70cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0138_206.JPG?itok=hbO1qaNj,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Oban 1963 Moon Import / The Costumes,311268,4400,Oban,,1963,Highland,Moon Import,Hogshead,46%,75cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0191_48.jpg?itok=Z-_QJHvZ,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Springbank 1965 Moon Import #367 / The Birds I,311253,4000,Springbank,,1965,Campbeltown,Moon Import,sherry butt,46%,75cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0386_39.jpg?itok=QMjMsUdP,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Bowmore 1974 Moon Import / The Costumes,311220,3900,Bowmore,,1974,Islay,Moon Import,Hogshead,46%,75cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0252_46.jpg?itok=2j7ghWKU,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Bowmore 1974 Moon Import / The Costumes,311211,3800,Bowmore,,1974,Islay,Moon Import,Hogshead,46%,75cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0249_45.jpg?itok=l7nbbaH2,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Ardbeg 1974 Single Bourbon Cask 32 Year Old #3306 / Juul's Flight No.2 'Flying Turf',296329,3250,Ardbeg,32 Year Old,1974,Islay,Official,Bourbon,52.2%,70cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9912_10.jpg?itok=veNGnFLS,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Convalmore 1962 Moon Import / The Costumes,311138,3100,Convalmore,,1962,Speyside,Moon Import,Hogshead,46%,75cl,Closed,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0353_40.jpg?itok=BKN2vId-,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Glendronach 1971 Moon Import / The Birds II,311132,2700,Glendronach,,1971,Highland,Moon Import,,43%,75cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0203_39.jpg?itok=HiCVPvEb,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Glen Moray 1959 Moon Import / The Costumes,311256,2600,Glen Moray,,1959,Speyside,Moon Import,,46%,75cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0271_42.jpg?itok=iWvUER6-,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Glenkinchie 1966 Moon Import / The Costumes,310593,2600,Glenkinchie,,1969,Lowland,Moon Import,Hogshead,46%,75cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0407_35.jpg?itok=5sdGBKw0,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Longrow 1973 Moon Import / The Birds II,298631,2600,Springbank,,1973,Campbeltown,Moon Import,,46%,75cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0453_35.jpg?itok=ePRYMOev,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Macallan 1970 Moon Import / The Sea,310598,2550,Macallan,,1970,Speyside,Moon Import,Butt,46%,75cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0362_44.jpg?itok=ctsm5-Df,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Glen Keith 1967 Moon Import / The Sea,298652,2501,Glen Keith,,1967,Speyside,Moon Import,,46%,75cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0297_45.jpg?itok=B7FJILwT,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Glen Mhor 1966 Moon Import / The Costumes,311205,2500,Glen Mhor,,1966,Highland,Moon Import,Hogshead,46%,75cl,Closed,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0246_48.jpg?itok=2R-Ba7s_,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Bowmore 1974 Moon Import / The Birds II,311196,2420,Bowmore,,1974,Islay,Moon Import,hogshead,43%,75cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0240_53.jpg?itok=3xoSn-LE,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Port Ellen 1982 Gentle Noses 22 Year Old / The Red Monarch,310376,2367,Port Ellen,22 year old,1982,Islay,Jumping Jack,very dark sherry,62.2%,70cl,Closed,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9977_5.jpg?itok=tJebWiY4,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Lochside 1966 Jack Wiebers 40 Year Old Single Grain / Old Train Line,296472,2100,Lochside,40 year old,1966,Highland,Jack Wiebers,bourbon,46.1%,70cl,Closed,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9979_5.jpg?itok=eACt402k,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Longmorn 1966 Jack Wiebers 36 Year Old / Old Train Line,296478,2004,Longmorn,36 year old,1966,Speyside,Jack Wiebers,sherry,50.8%,70cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/296477-001.jpg?itok=YY7xKF7z,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Bowmore 1980 Moon Import / The Birds II,311100,2000,Bowmore,,1980,Islay,Moon Import,hogshead,43%,75cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0222_43.jpg?itok=FklLXFel,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Longmorn 1968 Jack Wiebers 35 Year Old / Old Train Line,296445,2000,Longmorn,35 year old,1968,Speyside,Jack Wiebers,Dark Sherry,52.5%,70cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9969_6.jpg?itok=ZHCfHKDx,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Longmorn 1974 Moon Import / The Sea,310595,2000,Longmorn,,1974,Speyside,Moon Import,,46%,75cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0403_39.jpg?itok=lQA_CP9d,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Port Ellen 1982 Jack Wiebers 20 Year Old / Old Train Line,310149,1950,Port Ellen,20 Year Old,1982,Islay,Jack Wiebers,very dark Sherry Cask,61.2%,70cl,Closed,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0371_43.jpg?itok=Gg8S0B2x,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Strathisla 1989 High Spirits 15 Year Old Sherry Wood / Memories,310866,1850,Strathisla,15 Year Old,1989,Speyside,High Spirits,sherry wood,46%,70cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0283_44.jpg?itok=2zTF_Tp5,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Tamnavulin 20 Year Old Sherry Wood / Moon Import,300480,1850,Tamnavulin,20 Year Old,,Speyside,Official for Moon Import,Sherry Wood,46%,75cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0371_42.jpg?itok=Z6gKTUpm,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Jura 1975 Moon Import / The Animals,298638,1800,Jura,,1975,Island,Moon Import,Hogshead,60.2%,70cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0301_36.jpg?itok=JiC_ttRu,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Longrow 1987 Samaroli & Moon Import / Dreams,296703,1701,Springbank,,1987,Campbeltown,Samaroli & Moon Import,,45%,70cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0368_45.jpg?itok=zNxzukW9,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Bruichladdich 1968 Moon Import / De Viris Illustribus,315601,1650,Bruichladdich,,1968,Islay,Moon Import,,42%,70cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0268_40.jpg?itok=9FrEHdXi,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Laphroaig 1998 Wilson and Morgan 20 Year Old Decanter,318392,1650,Laphroaig,20 Year Old,1998,Islay,Wilson & Morgan,px sherry finish,54.6%,70cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0545_34.jpg?itok=fr_CnPNw,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Strathisla 1963 Jack Wiebers 40 Year Old / Old Train Line,296228,1650,Strathisla,40 year old,1963,Speyside,Jack Wiebers,dark sherry,57.7%,70cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/296228-001_0.jpg?itok=0oUuJj3f,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Glen Ord 1965 Jack Wiebers 39 Year Old / Old Train Line,296470,1550,Glen Ord,39 Years Old,1965,Highland,Jack Wiebers,bourbon,41%,70cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_9972_6.jpg?itok=hv6Q4en8,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
whiskyauctioneer.com,Ardbeg 1974 Moon Import / The Sails in the Wind,311064,1500,Ardbeg,,1974,Islay,Moon Import,2 x Hogsheads,46%,70cl,Operational,Winning Bid,14.12.20,https://web-whisky-live.s3-eu-west-1.amazonaws.com/s3fs-public/styles/uc_product_full/public/IMG_0206_44.jpg?itok=DpLuChA8,https://whiskyauctioneer.com/journey-discovery-european-bottlers-collection
